time_ns,rg_tail_nm,rmsd_ca_nm,helix_frac,sheet_frac,other_frac
0.0,1.7139071317673675,0.0,0.0851063829787234,0.502127659574468,0.4127659574468085
0.05,1.7320295640689953,0.10692789,0.09787234042553192,0.5063829787234042,0.39574468085106385
0.1,1.7332873094485968,0.10296066,0.0851063829787234,0.5063829787234042,0.4085106382978723
0.15,1.7375096499173723,0.122697376,0.10212765957446808,0.4978723404255319,0.4
0.2,1.7322482213489228,0.16733144,0.06382978723404255,0.502127659574468,0.4340425531914894
0.25,1.7320528785634661,0.21120268,0.06382978723404255,0.49361702127659574,0.4425531914893617
0.3,1.7351503938880004,0.180349,0.06808510638297872,0.49361702127659574,0.43829787234042555
0.35,1.7370824198301418,0.14755741,0.06808510638297872,0.502127659574468,0.4297872340425532
0.4,1.7499167382543952,0.13655646,0.0851063829787234,0.5063829787234042,0.4085106382978723
0.45,1.736098623282526,0.13386725,0.059574468085106386,0.502127659574468,0.43829787234042555
0.5,1.7420758474660694,0.1813371,0.06808510638297872,0.49361702127659574,0.43829787234042555
0.55,1.740096519161109,0.17396726,0.08936170212765958,0.502127659574468,0.4085106382978723
0.6,1.740174032621821,0.18531248,0.07659574468085106,0.502127659574468,0.42127659574468085
0.65,1.7366722184777466,0.16863175,0.06808510638297872,0.502127659574468,0.4297872340425532
0.7,1.7381158144462383,0.16816752,0.09787234042553192,0.502127659574468,0.4
0.75,1.730360484856661,0.14696833,0.07659574468085106,0.502127659574468,0.42127659574468085
0.8,1.7405395321398307,0.18127695,0.08085106382978724,0.4978723404255319,0.42127659574468085
0.85,1.7352470143268,0.2044746,0.07659574468085106,0.49361702127659574,0.4297872340425532
0.9,1.7428501441282398,0.22337437,0.11063829787234042,0.48936170212765956,0.4
0.95,1.7381170643335038,0.23552355,0.06382978723404255,0.4851063829787234,0.451063829787234
1.0,1.743556804902745,0.19707648,0.059574468085106386,0.48936170212765956,0.451063829787234
1.05,1.731070775218514,0.22061092,0.059574468085106386,0.502127659574468,0.43829787234042555
1.1,1.7374838109405573,0.19404843,0.06808510638297872,0.48936170212765956,0.4425531914893617
1.15,1.7378913115350447,0.16712022,0.05531914893617021,0.48936170212765956,0.4553191489361702
1.2,1.7409452030594883,0.1779044,0.0425531914893617,0.4978723404255319,0.4595744680851064
1.25,1.7350747421648065,0.21555658,0.05106382978723404,0.49361702127659574,0.4553191489361702
1.3,1.7405718662771217,0.18587784,0.06382978723404255,0.49361702127659574,0.4425531914893617
1.35,1.744959071079356,0.18222295,0.05106382978723404,0.4851063829787234,0.46382978723404256
1.4,1.7411051561165791,0.21244231,0.059574468085106386,0.4978723404255319,0.4425531914893617
1.45,1.7410449510110675,0.22927405,0.04680851063829787,0.4978723404255319,0.4553191489361702
1.5,1.7411159079221112,0.27364877,0.059574468085106386,0.4978723404255319,0.4425531914893617
1.55,1.733768624097071,0.2373416,0.059574468085106386,0.4978723404255319,0.4425531914893617
1.6,1.7419703655889227,0.21175411,0.06382978723404255,0.4978723404255319,0.43829787234042555
1.65,1.7344645149810787,0.21821743,0.04680851063829787,0.49361702127659574,0.4595744680851064
1.7,1.739018532271038,0.19657108,0.03829787234042553,0.4851063829787234,0.4765957446808511
1.75,1.7402218086678996,0.23832771,0.059574468085106386,0.4978723404255319,0.4425531914893617
1.8,1.7362991295351793,0.23638214,0.02553191489361702,0.4978723404255319,0.4765957446808511
1.85,1.747842822810347,0.2654049,0.05531914893617021,0.4765957446808511,0.46808510638297873
1.9,1.7409818424343375,0.25754288,0.0425531914893617,0.4978723404255319,0.4595744680851064
1.95,1.7332487757519304,0.22326389,0.09787234042553192,0.502127659574468,0.4
2.0,1.7505531528268399,0.23504668,0.06808510638297872,0.49361702127659574,0.43829787234042555
2.05,1.7394405590971045,0.21961977,0.059574468085106386,0.49361702127659574,0.44680851063829785
2.1,1.7378177236395362,0.3031197,0.05531914893617021,0.49361702127659574,0.451063829787234
2.15,1.7439845661999736,0.3233216,0.05531914893617021,0.4978723404255319,0.44680851063829785
2.2,1.7404386650285915,0.3060403,0.06808510638297872,0.502127659574468,0.4297872340425532
2.25,1.7378451543367783,0.2877725,0.07234042553191489,0.4723404255319149,0.4553191489361702
2.3,1.7422620259756003,0.2824075,0.059574468085106386,0.4978723404255319,0.4425531914893617
