time_ns,rg_tail_nm,rmsd_ca_nm,helix_frac,sheet_frac,other_frac
0.0,1.712839581526501,0.0,0.08936170212765958,0.502127659574468,0.4085106382978723
0.05,1.7295861125508967,0.09994753,0.05106382978723404,0.49361702127659574,0.4553191489361702
0.1,1.7359065167311727,0.10563761,0.06382978723404255,0.4978723404255319,0.43829787234042555
0.15,1.737087781400564,0.122506715,0.08085106382978724,0.49361702127659574,0.425531914893617
0.2,1.7354654966960534,0.14744295,0.07234042553191489,0.4851063829787234,0.4425531914893617
0.25,1.74013523627633,0.17206681,0.05531914893617021,0.4851063829787234,0.4595744680851064
0.3,1.7447718167210087,0.16035013,0.0851063829787234,0.49361702127659574,0.42127659574468085
0.35,1.7569997135672695,0.17793798,0.07659574468085106,0.4723404255319149,0.451063829787234
0.4,1.744264267920792,0.20000935,0.07659574468085106,0.48936170212765956,0.4340425531914894
0.45,1.753100207208171,0.18973622,0.0851063829787234,0.48936170212765956,0.425531914893617
0.5,1.7441226587726482,0.1538462,0.10212765957446808,0.49361702127659574,0.40425531914893614
0.55,1.743296192080942,0.17672673,0.0851063829787234,0.4765957446808511,0.43829787234042555
0.6,1.7501218608443982,0.18218446,0.059574468085106386,0.48936170212765956,0.451063829787234
0.65,1.7539615039106582,0.20253982,0.07234042553191489,0.4723404255319149,0.4553191489361702
0.7,1.752823022583329,0.21754035,0.08085106382978724,0.48936170212765956,0.4297872340425532
0.75,1.7507431671053157,0.24342778,0.05531914893617021,0.48936170212765956,0.4553191489361702
0.8,1.7512871295665158,0.20193236,0.0851063829787234,0.48936170212765956,0.425531914893617
0.85,1.756022635621574,0.21366258,0.06382978723404255,0.4851063829787234,0.451063829787234
0.9,1.759499102945209,0.23843665,0.09361702127659574,0.4851063829787234,0.42127659574468085
0.95,1.7647043716553519,0.19284141,0.06808510638297872,0.4808510638297872,0.451063829787234
1.0,1.7514678367680847,0.1827936,0.0851063829787234,0.4851063829787234,0.4297872340425532
1.05,1.7622464775188205,0.18378551,0.09787234042553192,0.4851063829787234,0.41702127659574467
1.1,1.760130308958668,0.16494113,0.08936170212765958,0.4808510638297872,0.4297872340425532
1.15,1.7590103320358814,0.17995255,0.07659574468085106,0.48936170212765956,0.4340425531914894
1.2,1.7591748008924588,0.1793236,0.10212765957446808,0.48936170212765956,0.4085106382978723
1.25,1.7567842800587719,0.22060503,0.09361702127659574,0.48936170212765956,0.41702127659574467
1.3,1.7490627354222923,0.2145687,0.07234042553191489,0.49361702127659574,0.4340425531914894
1.35,1.750056951083567,0.17330912,0.05106382978723404,0.49361702127659574,0.4553191489361702
1.4,1.7521866040382659,0.19907872,0.06382978723404255,0.49361702127659574,0.4425531914893617
1.45,1.7502101595098425,0.20008984,0.08936170212765958,0.49361702127659574,0.41702127659574467
1.5,1.7452483993595413,0.22036943,0.08085106382978724,0.49361702127659574,0.425531914893617
1.55,1.7385231613424992,0.18667956,0.05531914893617021,0.49361702127659574,0.451063829787234
1.6,1.74306044127755,0.22152144,0.07659574468085106,0.49361702127659574,0.4297872340425532
1.65,1.7493907811063583,0.22189513,0.06808510638297872,0.48936170212765956,0.4425531914893617
1.7,1.7438393711246802,0.23707224,0.08085106382978724,0.4808510638297872,0.43829787234042555
1.75,1.7483578730128386,0.22295307,0.0851063829787234,0.4851063829787234,0.4297872340425532
1.8,1.750332957746563,0.27043518,0.07234042553191489,0.4851063829787234,0.4425531914893617
1.85,1.7409955162645934,0.2870351,0.05531914893617021,0.4851063829787234,0.4595744680851064
1.9,1.7467603594968297,0.23726498,0.08936170212765958,0.4851063829787234,0.425531914893617
1.95,1.7513132243911913,0.20343675,0.0851063829787234,0.48936170212765956,0.425531914893617
2.0,1.7533968840063348,0.21589367,0.05531914893617021,0.49361702127659574,0.451063829787234
2.05,1.7503681465234913,0.19828653,0.0851063829787234,0.4978723404255319,0.41702127659574467
2.1,1.7527957495517772,0.21728231,0.07234042553191489,0.48936170212765956,0.43829787234042555
2.15,1.7477962652088097,0.23786739,0.06382978723404255,0.48936170212765956,0.44680851063829785
2.2,1.755857605718168,0.250216,0.08936170212765958,0.4851063829787234,0.425531914893617
2.25,1.7385377364060512,0.24501449,0.07659574468085106,0.4851063829787234,0.43829787234042555
2.3,1.7455926290453359,0.22150853,0.07659574468085106,0.4851063829787234,0.43829787234042555
2.35,1.7456102408077654,0.18847266,0.0425531914893617,0.49361702127659574,0.46382978723404256
2.4,1.7501838966033691,0.19286835,0.07659574468085106,0.49361702127659574,0.4297872340425532
2.45,1.7450097951023573,0.20982951,0.07234042553191489,0.48936170212765956,0.43829787234042555
2.5,1.7418588151250654,0.20377734,0.059574468085106386,0.49361702127659574,0.44680851063829785
2.55,1.745320625187718,0.20291136,0.07659574468085106,0.48936170212765956,0.4340425531914894
2.6,1.747585651990817,0.21808647,0.059574468085106386,0.49361702127659574,0.44680851063829785
2.65,1.7401042975245176,0.21108213,0.0851063829787234,0.4978723404255319,0.41702127659574467
2.7,1.743470104115738,0.21736118,0.0851063829787234,0.4851063829787234,0.4297872340425532
2.75,1.7432728999538898,0.21106367,0.08085106382978724,0.4851063829787234,0.4340425531914894
2.8,1.7407301987745005,0.19758452,0.08085106382978724,0.49361702127659574,0.425531914893617
2.85,1.7446102431219481,0.19214249,0.07234042553191489,0.4851063829787234,0.4425531914893617
2.9,1.7414485653274108,0.19598621,0.07659574468085106,0.4978723404255319,0.425531914893617
2.95,1.746351357966775,0.19481519,0.08936170212765958,0.49361702127659574,0.41702127659574467
3.0,1.7370364330256907,0.19028161,0.07234042553191489,0.4851063829787234,0.4425531914893617
