time_ns,rg_tail_nm,rmsd_ca_nm,helix_frac,sheet_frac,other_frac
0.0,1.715594325877629,0.0,0.09361702127659574,0.502127659574468,0.40425531914893614
0.05,1.7301207237845462,0.09967169,0.05531914893617021,0.502127659574468,0.4425531914893617
0.1,1.739284927086789,0.09490643,0.08936170212765958,0.4978723404255319,0.4127659574468085
0.15,1.74704424002909,0.11970588,0.09361702127659574,0.4765957446808511,0.4297872340425532
0.2,1.7451325795261958,0.15148142,0.07659574468085106,0.48936170212765956,0.4340425531914894
0.25,1.7475595965343744,0.15439221,0.11063829787234042,0.46808510638297873,0.42127659574468085
0.3,1.751692845688998,0.19944628,0.09787234042553192,0.4851063829787234,0.41702127659574467
0.35,1.754553204155788,0.21364434,0.09361702127659574,0.4765957446808511,0.4297872340425532
0.4,1.753891206277111,0.27016708,0.10212765957446808,0.4723404255319149,0.425531914893617
0.45,1.7517737870288816,0.251164,0.08085106382978724,0.4808510638297872,0.43829787234042555
0.5,1.748515538949538,0.23683001,0.09361702127659574,0.4808510638297872,0.425531914893617
0.55,1.7440839391918495,0.25231948,0.059574468085106386,0.4765957446808511,0.46382978723404256
0.6,1.751797473105096,0.2283262,0.07234042553191489,0.49361702127659574,0.4340425531914894
0.65,1.7464835922556181,0.27284178,0.07234042553191489,0.4808510638297872,0.44680851063829785
0.7,1.744270029800914,0.3186121,0.10638297872340426,0.4851063829787234,0.4085106382978723
0.75,1.7481540223604477,0.3068683,0.12340425531914893,0.4723404255319149,0.40425531914893614
0.8,1.7466103731335796,0.30775318,0.07659574468085106,0.46382978723404256,0.4595744680851064
0.85,1.7500817442846088,0.31409666,0.09787234042553192,0.4723404255319149,0.4297872340425532
0.9,1.7567341544502664,0.29910886,0.0851063829787234,0.48936170212765956,0.425531914893617
0.95,1.749796282264274,0.3107514,0.08085106382978724,0.4808510638297872,0.43829787234042555
1.0,1.742052541741704,0.32686403,0.06808510638297872,0.4808510638297872,0.451063829787234
1.05,1.7607607778128358,0.32323402,0.08085106382978724,0.46808510638297873,0.451063829787234
1.1,1.7515151849623531,0.3231191,0.07234042553191489,0.4851063829787234,0.4425531914893617
1.15,1.7561792652915917,0.3356192,0.08085106382978724,0.4723404255319149,0.44680851063829785
1.2,1.758035171762763,0.35584092,0.0851063829787234,0.4723404255319149,0.4425531914893617
1.25,1.7443180444539728,0.30759278,0.09787234042553192,0.4851063829787234,0.41702127659574467
1.3,1.7456320853090568,0.31974724,0.10212765957446808,0.48936170212765956,0.4085106382978723
1.35,1.7484598311978294,0.33742288,0.08085106382978724,0.4851063829787234,0.4340425531914894
1.4,1.748377552807522,0.34984547,0.08085106382978724,0.4978723404255319,0.42127659574468085
1.45,1.7431757751702626,0.36383608,0.08085106382978724,0.4808510638297872,0.43829787234042555
1.5,1.7433388559609182,0.36398095,0.06382978723404255,0.48936170212765956,0.44680851063829785
1.55,1.7422702650149715,0.37529492,0.05531914893617021,0.4851063829787234,0.4595744680851064
1.6,1.7448177189473364,0.3921102,0.06808510638297872,0.49361702127659574,0.43829787234042555
1.65,1.7406981533795567,0.41423526,0.07659574468085106,0.4808510638297872,0.4425531914893617
1.7,1.7486309378515497,0.42456296,0.09787234042553192,0.4851063829787234,0.41702127659574467
1.75,1.7581020383118073,0.4350413,0.06808510638297872,0.4851063829787234,0.44680851063829785
1.8,1.748602377802947,0.4254686,0.06382978723404255,0.4595744680851064,0.4765957446808511
1.85,1.7534478652008325,0.41243374,0.06382978723404255,0.4595744680851064,0.4765957446808511
1.9,1.754407758695739,0.40990075,0.06808510638297872,0.46808510638297873,0.46382978723404256
1.95,1.7574749505791811,0.41019082,0.06382978723404255,0.4808510638297872,0.4553191489361702
2.0,1.7539282284125728,0.4099128,0.08085106382978724,0.46382978723404256,0.4553191489361702
2.05,1.7589199742325292,0.38653713,0.07234042553191489,0.46808510638297873,0.4595744680851064
2.1,1.755100129186449,0.39837524,0.06382978723404255,0.4723404255319149,0.46382978723404256
2.15,1.75467654130878,0.39739612,0.07659574468085106,0.4765957446808511,0.44680851063829785
2.2,1.74225179565555,0.37465078,0.07234042553191489,0.48936170212765956,0.43829787234042555
2.25,1.7468108184116717,0.4036885,0.08085106382978724,0.4851063829787234,0.4340425531914894
2.3,1.7527172113943208,0.39850888,0.08085106382978724,0.4808510638297872,0.43829787234042555
2.35,1.7532207995015254,0.41218933,0.029787234042553193,0.4723404255319149,0.4978723404255319
2.4,1.7681617657406554,0.38274702,0.059574468085106386,0.4851063829787234,0.4553191489361702
2.45,1.758397250846966,0.39226055,0.09361702127659574,0.48936170212765956,0.41702127659574467
2.5,1.7485249357563757,0.3679079,0.06382978723404255,0.48936170212765956,0.44680851063829785
2.55,1.7587663373858204,0.37864336,0.06808510638297872,0.4851063829787234,0.44680851063829785
2.6,1.7567162511723458,0.38375744,0.10212765957446808,0.4808510638297872,0.41702127659574467
2.65,1.7480841961679607,0.37515444,0.0851063829787234,0.4765957446808511,0.43829787234042555
2.7,1.761517797058861,0.38070858,0.08936170212765958,0.46808510638297873,0.4425531914893617
2.75,1.7582828651153717,0.37291154,0.09361702127659574,0.48936170212765956,0.41702127659574467
2.8,1.7618903564914532,0.37751883,0.07659574468085106,0.48936170212765956,0.4340425531914894
2.85,1.7517821065526546,0.3668588,0.06382978723404255,0.4851063829787234,0.451063829787234
2.9,1.7483426156857664,0.36313295,0.08085106382978724,0.4595744680851064,0.4595744680851064
2.95,1.7548127609177238,0.35904676,0.08936170212765958,0.4851063829787234,0.425531914893617
3.0,1.7563880691691214,0.3862232,0.08085106382978724,0.4851063829787234,0.4340425531914894
3.05,1.7587361430244202,0.38422212,0.08085106382978724,0.4765957446808511,0.4425531914893617
3.1,1.7579286805904675,0.40122908,0.07234042553191489,0.48936170212765956,0.43829787234042555
3.15,1.7540800942759462,0.4036814,0.08085106382978724,0.48936170212765956,0.4297872340425532
3.2,1.75581736670274,0.37920678,0.06808510638297872,0.4808510638297872,0.451063829787234
3.25,1.7574000575743165,0.3945185,0.0851063829787234,0.49361702127659574,0.42127659574468085
3.3,1.749959822902717,0.358868,0.09787234042553192,0.4851063829787234,0.41702127659574467
3.35,1.7600011736084695,0.36288828,0.0851063829787234,0.4595744680851064,0.4553191489361702
3.4,1.7570947698055182,0.3549193,0.08085106382978724,0.49361702127659574,0.425531914893617
3.45,1.7661059559108598,0.3673986,0.059574468085106386,0.4978723404255319,0.4425531914893617
3.5,1.7571290180856383,0.37704176,0.059574468085106386,0.4808510638297872,0.4595744680851064
3.55,1.75391125222986,0.35080555,0.08085106382978724,0.4808510638297872,0.43829787234042555
3.6,1.756522392213861,0.33990535,0.08936170212765958,0.4723404255319149,0.43829787234042555
3.65,1.75533421810982,0.34223554,0.09787234042553192,0.49361702127659574,0.4085106382978723
3.7,1.752239330760085,0.34036657,0.10212765957446808,0.46382978723404256,0.4340425531914894
3.75,1.7664862044185432,0.382129,0.10212765957446808,0.4723404255319149,0.425531914893617
3.8,1.7614063191838438,0.36101183,0.12340425531914893,0.49361702127659574,0.3829787234042553
3.85,1.7590665489778374,0.34670365,0.09787234042553192,0.49361702127659574,0.4085106382978723
3.9,1.7621972919607456,0.3527017,0.10638297872340426,0.4765957446808511,0.41702127659574467
3.95,1.7689673823238021,0.36070952,0.0851063829787234,0.4851063829787234,0.4297872340425532
4.0,1.7577634122670243,0.35069004,0.09787234042553192,0.4851063829787234,0.41702127659574467
4.05,1.764211086673585,0.37307936,0.10638297872340426,0.4765957446808511,0.41702127659574467
4.1,1.7643028488181636,0.36755618,0.10638297872340426,0.4765957446808511,0.41702127659574467
4.15,1.7629170464151607,0.3441902,0.10212765957446808,0.4723404255319149,0.425531914893617
4.2,1.7585690324835597,0.3335092,0.10638297872340426,0.4851063829787234,0.4085106382978723
4.25,1.7574275625668052,0.3474056,0.1148936170212766,0.4808510638297872,0.40425531914893614
4.3,1.754980477272804,0.3635197,0.11063829787234042,0.4808510638297872,0.4085106382978723
4.35,1.764941679768878,0.3612657,0.08936170212765958,0.49361702127659574,0.41702127659574467
4.4,1.771763295001885,0.35791144,0.09787234042553192,0.5063829787234042,0.39574468085106385
4.45,1.7721107889234653,0.36315298,0.1276595744680851,0.48936170212765956,0.3829787234042553
4.5,1.7609240288002108,0.33984575,0.0851063829787234,0.49361702127659574,0.42127659574468085
4.55,1.763778228209238,0.35743508,0.09787234042553192,0.48936170212765956,0.4127659574468085
4.6,1.7642949448096377,0.35178515,0.09787234042553192,0.5191489361702127,0.3829787234042553
4.65,1.7659262878490876,0.33870667,0.10638297872340426,0.502127659574468,0.39148936170212767
4.7,1.7777044562704976,0.31138015,0.11063829787234042,0.48936170212765956,0.4
4.75,1.7592349276319477,0.306042,0.0851063829787234,0.48936170212765956,0.425531914893617
4.8,1.7588395751667212,0.3036496,0.059574468085106386,0.4978723404255319,0.4425531914893617
4.85,1.7562487174110541,0.33121094,0.09787234042553192,0.502127659574468,0.4
4.9,1.771440575487011,0.34415248,0.0851063829787234,0.4978723404255319,0.41702127659574467
4.95,1.7547107965201534,0.34281638,0.0851063829787234,0.49361702127659574,0.42127659574468085
5.0,1.7568352439621047,0.34219533,0.08085106382978724,0.4851063829787234,0.4340425531914894
5.05,1.7564062892796768,0.35534862,0.09361702127659574,0.4851063829787234,0.42127659574468085
5.1,1.7553964726524824,0.36177793,0.08085106382978724,0.49361702127659574,0.425531914893617
5.15,1.7532854601077874,0.38244152,0.06808510638297872,0.5148936170212766,0.41702127659574467
5.2,1.7535513259141993,0.38245785,0.08936170212765958,0.5106382978723404,0.4
5.25,1.7466912731122313,0.3608161,0.09787234042553192,0.5191489361702127,0.3829787234042553
5.3,1.7564344799626592,0.34563074,0.0851063829787234,0.4978723404255319,0.41702127659574467
5.35,1.7555281306671815,0.37436572,0.08936170212765958,0.49361702127659574,0.41702127659574467
5.4,1.748635723318786,0.3591849,0.10212765957446808,0.5148936170212766,0.3829787234042553
5.45,1.752290479894139,0.35445213,0.10212765957446808,0.5234042553191489,0.37446808510638296
5.5,1.7526830716190427,0.3543349,0.08085106382978724,0.5191489361702127,0.4
5.55,1.7518848189710274,0.3413967,0.10212765957446808,0.5106382978723404,0.3872340425531915
5.6,1.7592603613676754,0.36427552,0.10638297872340426,0.5191489361702127,0.37446808510638296
5.65,1.7579499942804304,0.36424202,0.10212765957446808,0.5148936170212766,0.3829787234042553
5.7,1.7555571520649227,0.34839404,0.09361702127659574,0.5106382978723404,0.39574468085106385
5.75,1.757720571459934,0.3689949,0.08085106382978724,0.502127659574468,0.41702127659574467
5.8,1.7514895801439396,0.37667927,0.09787234042553192,0.5191489361702127,0.3829787234042553
5.85,1.7442120239921368,0.3826934,0.0851063829787234,0.5063829787234042,0.4085106382978723
5.9,1.742745607783583,0.3630407,0.09361702127659574,0.5191489361702127,0.3872340425531915
5.95,1.7478140992081728,0.36030537,0.08936170212765958,0.5234042553191489,0.3872340425531915
6.0,1.7533848206732465,0.36471874,0.10212765957446808,0.5063829787234042,0.39148936170212767
6.05,1.75599821992154,0.3527282,0.11063829787234042,0.5191489361702127,0.3702127659574468
6.1,1.7534952728833557,0.35316163,0.0851063829787234,0.502127659574468,0.4127659574468085
6.15,1.7507123645370515,0.35422638,0.08936170212765958,0.502127659574468,0.4085106382978723
6.2,1.7413628676214346,0.3629999,0.10212765957446808,0.5063829787234042,0.39148936170212767
